metric,value
hsi_CER,0.5923135231796969
hsi_NAP_S,0.9522082147333419
hsi_NAP_tau,2
pseudo_CER,0.48365985295080915
pseudo_NAP_S,0.8780190923457464
pseudo_NAP_tau,2
balanced_CER,0.6143375743285208
balanced_NAP_S,0.9610195236706749
balanced_NAP_tau,2
