metric,value
hsi_CER,0.4115539259030927
hsi_NAP_S,0.9780476546933896
hsi_NAP_tau,2
pseudo_CER,0.3659481305937515
pseudo_NAP_S,0.958438126433652
pseudo_NAP_tau,2
balanced_CER,0.3658217062197281
balanced_NAP_S,0.9562189300545888
balanced_NAP_tau,2
