metric,value
hough_CER,0.5053481477647425
hough_NAP_S,0.9862556810218389
hough_NAP_tau,2
sift_CER,0.4192457075159089
sift_NAP_S,0.930653375068753
sift_NAP_tau,2
harris_CER,0.5072652521386395
harris_NAP_S,0.9862556810218389
harris_NAP_tau,2
