metric,value
hsi_CER,0.4400901754370074
hsi_NAP_S,0.9843096676356377
hsi_NAP_tau,2
pseudo_CER,0.27683535056698205
pseudo_NAP_S,0.9723311924018492
pseudo_NAP_tau,2
balanced_CER,0.458832306305065
balanced_NAP_S,0.9847365642433084
balanced_NAP_tau,2
