metric,value
hsi_CER,0.4549119646624772
hsi_NAP_S,0.9788030761801951
hsi_NAP_tau,2
pseudo_CER,0.4605704284371508
pseudo_NAP_S,0.9817799786944988
pseudo_NAP_tau,2
balanced_CER,0.439239186964921
balanced_NAP_S,0.9773220262567991
balanced_NAP_tau,2
