metric,value
hough_CER,0.6186538217371753
hough_NAP_S,0.9613961137716427
hough_NAP_tau,2
sift_CER,0.5185830799695293
sift_NAP_S,0.825593647739289
sift_NAP_tau,2
harris_CER,0.46480802735221277
harris_NAP_S,0.7656408020925584
harris_NAP_tau,2
