metric,value
hough_CER,0.3509113741756121
hough_NAP_S,0.9558660859144785
hough_NAP_tau,2
sift_CER,0.28817235144058195
sift_NAP_S,0.9333861991526486
sift_NAP_tau,2
harris_CER,0.3352807852412002
harris_NAP_S,0.9517696985282607
harris_NAP_tau,2
