metric,value
hough_CER,0.5693100884428375
hough_NAP_S,0.9720046433022211
hough_NAP_tau,2
sift_CER,0.4770793283852448
sift_NAP_S,0.9105515487783721
sift_NAP_tau,2
harris_CER,0.4365119269911528
harris_NAP_S,0.9028762434619623
harris_NAP_tau,2
